,qid,question_text,target
669176,830d17f5509b1cf8a8c3,Is it bisexuality if you are married but masturbate with men?,0
1085868,d4cb580c01e1b7854ec3,Why does the Day of the Dead occur?,0
241265,2f30c70d0fdf8ce90a6c,"Am I the ugliest black guy alive and a 21 year old virgin, why is it hard being black?",1
269832,34d24e7e1c3727330a0e,How is the Lantern Festival celebrated in Hong Kong and Taiwan?,0
900887,b083362da4728e8d9d71,How will I ever know the honest truth if he cheated?,0
992588,c281091dea85143e774e,What are home layout plans?,0
1086479,d4ea08d39aaf0972a90c,Why are bridges made on rivers?,0
422100,52bbf9025ea9d2138e54,How trustworthy Bitcoins in India and what are some best Bitcoin sites?,0
337016,4209a4d5bdd584eb4891,How does someone commit a theft of services?,0
761518,953230e727de70ddde8d,How do we find an inflection point on an f'(x) curve?,0
666282,8279880922e1d6aa8364,Are Generals and other high ranking officers in the US military subject to random drug tests?,0
1183413,e7e8a39a2853becf0dde,How can you determine the Lewis dot structure of NaNO3?,0
207164,2882b313633a0570cc3c,How do I get my dad to stop making threats?,0
285507,37e6ce0d141b735c0e4d,My mom won't let me buy new shoes even though I have enough money. How can I convince her to let me buy them?,0
442395,56b233e435096d184f88,What does a shortened trading week mean?,0
451581,5873b5e348e81a381dfe,How does Ritalin help with anxiety?,0
651057,7f856586a06388ba25d2,Are digital netbanking safe?,0
795766,9bf0e1723c7ca2cfabe9,What will you watch when the Game of Thrones series ends?,0
1080499,d3bebbc0ce9f4de24db4,Can we know our email password with another phone?,0
689468,870bf24fecfa208cf92d,Which is the best Sherwani shopping place/shops in Delhi?,0
575785,70d140429eaf86f0b563,Are your efforts in vain?,0
1138898,df30593d772ca2156725,"If Angela Merkel had been forced to host a family of Muslim refugees in her home, do you think she would still insist on bringing so many refugees to Germany?",0
902642,b0dec6e82e357194a5ad,How can I inprove my vocabulary strength in English?,0
838197,a440a2619f60912603dd,How is the work life in CISF?,0
530038,67c755db1d242b731c03,What is actually the reason behind the attractive and repulsive nature of magnet?,0
20893,0418eeb265ff69f68813,What Shri Rajiv Dixit Ji had said in his lectures regarding the actual reason for celebration of Valentine's Day?,0
71529,0e062aa7136e87e727c9,"What will be the value of Rs.90000 which was spent in 1990s, now in 2018?",0
252533,316c438b55cab043c4b5,What is the price of a water filling machine?,0
589900,738fa8fd8b42b07cf687,"How do you set up a Windows computer for live performances without risks of unwanted updates, notifications, or system sounds?",0
491498,60402cec629696ba5069,Is Velveeta guilty of cultural appropriation? One of the ingredients listed is cheese culture.,1
990936,c228d52dd58b241b2250,"HAs anyone used the SEO software BrightEdge? If so, is it worth the investment?",0
42643,0858dbf00289ca9a04f6,How can I celebrate a low-key birthday?,0
17790,037bbaf35c290685add9,Which states allow legal speeding when passing other vehicles using the broken yellow line on the driver's side?,0
1115270,da8a7ca540fa289ea14e,Why doesn't RSS becomes a Political Party and participate in elections instead of functioning as backend BJP?,0
672992,83cd214865ccf873f039,What is the worst airline experience you've had?,0
393309,4d0b898698fd2b075079,Why did Hitler not allow his troops to surrender at Stalingrad?,0
976216,bf4344f18c904311f75d,After completing MBBS in Germany can I do PG in Australia?,0
65718,0ce36a8fcc6b9a3d27a5,What are some advanced weaponry?,0
914261,b324f31bc1a6375dd064,Why caste system in India? Why Dr.B R Ambedkar learn Sanskrit in London rather than India?,0
11681,024c0b3277a9fa5addb5,What’s the best way to swat a fly?,0
494446,60d23891c6ebe2f4d220,What Is the funniest map you ever seen?,0
1098867,d75c33f86d6f4993dc85,What are some good Chinese recipes for yum yum sauce?,0
1146386,e09dfe84710dbdb3ce5e,How do you fix a sagging couch frame?,0
1117206,daedab5eb79ad6e1dd5e,How many people death in snakes bite?,0
420050,52528cead3f7fb55dd5f,How can I get naked in my moms bed with her?,1
817502,a031033ce3b87f3d97cd,Why are Isha foundation women distraught and men sexual in Isha foundation. Are the Isha Home school children safe and in good hands?,0
262422,335d107a1e2f0977cc8d,"If x, y and z are three consecutive prime integers such that 10 < x < y < z < 20 , what is the highest possible value of z – y?",0
430615,546625ea4ba1d3600190,"What are some bad-sounding movie projects that you seem to recall being potentially in the works but, fortunately, never came nor likely will ever come to exist?",0
582018,720afcdc612fbb913a4f,Can anybody help me to learn Bengali from English or Hindi as a language partner?,0
681044,85616f36c9614e77f59b,What is the job of the executive branch in the US?,0
988638,c1afb3e97a98fcc6f7e2,Which is the best HR payroll institute in Bengaluru?,0
1212392,ed9f71d94fa4238b4028,I want to issue further shares of a private company. What are the ways that I can do so?,0
961793,bc6e3624e862736b2941,"After debarring the SHIATS by UGC, what will be the impact on those students who are in 2nd or final year of their course currently?",0
555282,6ccc547df7396e14d59a,If you stole a pen from a bank then would it still be considered a bank robbery?,0
424790,53444f208238ce5f7069,I have got a rank of 228 in JCECE. What branches will I get in BIT Sindri?,0
948102,b9c904fe91a20764eca0,Have you ever read Twitter Fiction?,0
961779,bc6db2f6d8bd6630053b,Whaat is the best exercises to decrease tummy stomach at home?,0
1253284,f59b7260dca041589111,How do you see the unity of other political parties against BJP in India?,0
374242,495db99ad79734be0e8d,Why do doctors prescribe Kenalog injections to treat allergies?,0
1224216,efee78a2e65b1549dacd,How do you start talking to a girl you like when you are shy?,0
1253535,f5a81716ad41ae6b06be,Are crowdfunded ideas/techs easily plagiarised by big companies?,0
958294,bbbd17750867772635cc,Will the Moon ever show its dark side to the Earth?,0
530515,67dd7e18659e556962b3,Can you give details about uttrakhand medical counselling and cutoff for BDS 2017?,0
502300,6258e3f5e94514301852,Is algebra mathematics?,0
194166,25f5a416a5b07d1001f6,When did you earn your PhD? Was it before or after prison?,0
1064241,d08bdfd0f5fbc74c9f2b,"What are the dangers of taking a flight from Cardiff, United Kingdom to Newcastle, United Kingdom?",0
6978,015c123e95260907f44a,How can I remove a light color band in my hair at home?,0
878218,ac10860eae4075e70062,How much sugar is okay to eat?,0
909644,b23ce9f2186909a20cdb,How can I contact Taylor Swift as an Indian?,0
56285,0b0be57316a3cbe0021d,Can I apply for UK driving license if I have council tax receipt from rental flat?,0
885651,ad856ce945f0d07ed012,What are the functions of Zedge?,0
531921,68250e65ba602268facc,"Why do Ashkenazi Jews have a white phenotype, and Arabs and Mizrahi Jews have a brown phenotype?",0
407998,4ff290ad11fbf3d13ecd,"Is 5'11"" a good height for a firefighter?",0
885387,ad7759d7a9bd5d5cb1f7,How can you treat a lump near your elbow?,0
884672,ad5475c9ff22249f91fa,How can I trust my idea?,0
1262894,f77e2aecc2262af2c14b,Is it better to be a racialist or to think that race doesn't exist?,0
839788,a49302fda4de899ab1e4,My employer has blocked Netflix. How can I get around this block?,0
579511,71899b4ab3469ab0b06e,Do love exit?,0
1171705,e59e0eb11aaba9dbffa4,IS IT PROHIBITED in Islam TO USE CONTRACEPTIVE?,0
674567,841def75e985428d8b04,What permissions required to start a fly ash brick industry?,0
641303,7d9c6d85c05834bcdafe,What is the meaning of ISIS and full form?,0
715462,8c0d886acf6a8f4092ff,What is the maximum accepted power supply noise that an iPhone can handle on its charging port?,0
201660,276b912dbead9198aa37,"Why do Liberals think we need more gun control, guns used in school shootings are stolen from their parents?",1
782631,9951b08e770cfa333935,"How would the ""Hanoi Jane"" incident with Jane Fonda be dissected by the media if it happened in 2018?",0
337897,423292e394c3d9c704cc,What is keeping the United States from having a high speed rail system? Can't they use the existing Amtrak rails?,0
414760,514547e357970e8e9f91,"Where are we heading, with ‘feminazism’ destroying society and murdering feminism?",1
378187,4a2181a4afa4759cf6b0,What should I do when my goldfish is having babies?,0
985384,c10cf19f56edaab89eb8,How can I truly know if I have the potential to be a writer?,0
221800,2b640216ff50527cef49,Which is the best course for one year?,0
252406,31665c28dc42dec97bbd,How difficult is it to get a letter of recommendation for a startup in order to register it with Startup India and are the incubators cooperative?,0
728829,8eb4d80d884ef15da243,What is the connection if any between Jesus of Nazareth and Rabbi Hillel the Elder?,0
725028,8df67f9dcf18e251e879,Is it normal to have fetish for elderly women?,0
653941,801717d88ed34fcc5611,My given name is Shivani Chandrashekher Swamy and my last name is Hiremath as per my passport. The GRE registration on ETS won't accept my given name as its very long. What am I supposed to do?,0
629450,7b4299b35bf5de607f81,What are the chances a UK fan dating a Korean celebrity?,0
1296904,fe2eac29dd6811ec9ac5,What are the fundamental metrics that a PM should master?,0
704135,89e01232687b344c4188,Is the radium in watches radioactive?,0
241846,2f4dc168f47be6d35820,How do med students and medical doctors avoid brain damage from sleep deprivation?,0
518013,656f02a529c25818066a,Why do you enjoy working with people so much?,0
395063,4d6714e080c332adf03e,What its like to meet or to work with Jennifer Lawrence?,0
584889,7296af91dd2781fa1d3a,Does Caltrain plan on adding more bike capacity on its newer trains?,0
273019,35702924b63c751ccf15,Is there any birding group in Chennai?,0
1169659,e535d4cecd6b551eae8c,Can my employer prevent me from publishing content related to my job?,0
44064,08a1fe2f2f5712de8256,How can I make my wife squirt?,0
1052479,ce3afc7855922e05e6af,How uneducated are Trump supporters?,1
1265090,f7ee1cf5b8ec952981a8,How do I earn credits for colleges in the USA from India?,0
539528,69b2d4e3cce7bb7f38cb,Is there anywhere that will let me send spoof text messages for free or someway to get free spoof texts?,0
100824,13bfb36aa93e0f922516,How I can speed up my Android phone?,0
1086367,d4e420836f3c7a8b68d4,What is the main reason of underdevelopment and poverty in Greece making them very dependent on bailout aids from EU member states even though they received plenty of support already?,1
47313,094404e4d3091a0afc20,What are some ways to describe the organizational structure of Bank of America?,0
532325,683a4fbe39b566ae63db,"When was your first ""I feel old"" moment?",0
899779,b04973567d2a05957916,What should I buy to prevent winged insects come to my balcony?,0
1105489,d8a3e6fb82685746ecb6,Do Indians look down on Hispanic-Americans?,1
632670,7be457286b8d9db62fc3,What is your view on Trudeau's emphasis on inclusion and equality?,0
938176,b7dcae3d4782381983c5,Will bts come to the UK?,0
180462,2346aa0e0f250ee50382,What would you say to a religious person who says that the rules of science are too strict and therefore aren't valid in determining the existence of supernatural things?,0
523795,668b28bf36be5859ed83,How many types of bees are there in the world?,0
1243195,f3a17e4700fda8952676,What would constitute pyscho therapist abuse?,0
566626,6f0531058e49f2c22646,What is the best way to earn money online at home on net?,0
1000509,c41381f99c35b561aea1,How do you develop an iMac application for creating abstract lock screen wallpapers?,0
494023,60bc282997e494c0a6e8,What is the necessity of wars?,0
27705,056bae8b35a2d46ad279,What are the requirements for NDA test?,0
927002,b5a8d76b24d25e6d24c0,To have sex with aunt?,1
889556,ae463ad4adfc2abc3def,Are gay male racial minorities more likely to be sexually harassed by gay men?,0
53695,0a8970a75b709a1cf5ee,How can I do a MBA along with job in Bangalore?,0
69379,0d9aee2bbc598fc95d30,What is magnetizing intensity?,0
1204017,ebfe4570c6bf7974aecb,Is it right to give sponsorship of Indian cricket team to OPPO?,0
190264,2533a5a69918a506cb93,"Which one is greater, x^ (infinity) or (infinity) ^x?",0
1115452,da940a9069d3f3feb9e4,"I have a widowed aging borderline mother who discarded me, however she seems to be hell bent on distorting me. How dangerous is a BPD person?",0
534730,68b936f2530c2515611d,How long should I give my husband to accept my request on fb showing we are married? I've already told him I sent it.,0
881649,acba0acfc5710a879171,How do you get into investor's ears from scratch?,0
755481,9405b08187d6cd317a91,How is the nougat update in Moto m?,0
1071406,d1f0088be0053a725333,"Who would win, Admirial Wedge vs Admirial Ackbar?",0
698586,88cbd245ac9bd337578d,How can one get a job in the US from Nigeria?,0
101292,13d60761638496be95ca,Why would you steal a bathroom tissue holder?,0
869444,aa5a67f785487dc6225b,What type exercise program will prepare you best physically for Army Special Forces? I'm already ordering the Stew Smith Ranger/Special Forces prep book. Will something close to CrossFit help?,0
395858,4d8e5d071fe553f8e9f7,Which countries PayPal consider high-risk?,0
170964,2169135a85672bb1e6c5,Why do people put glitter on ceilings?,0
320130,3ebce74fc9dc1aef85b5,"How do you deal with, and hopefully help, emotionally immature parents?",0
982510,c07c9da272f65f4ce10d,Why has the US stopped exporting their blind date dysfunctional democracy in the world?,1
309233,3c930afa800689981238,Which sensor detects the flood?,0
393758,4d2250906f3163ee5f7f,When and how did you first start to appreciate classical music?,0
811183,9ef29ac3dc038e13cc67,How are Sunsilk Daring Volume spray mass produced?,0
1003447,c4a954205ee02f75c011,What are some good family reunion activities?,0
1126146,dcaefb6b72befdcef353,What best UG course for civil services?,0
1228680,f0c8ac9285e4d58ce48e,Which has a better scope after graduation in geology?,0
348685,445459708b4472fbf138,Who is Hansika's favourite Bollywood actor In terms of acting?,0
1129468,dd5b753e34ecaa770ff5,"Is there anyone who has done M.Pharm, stays in Mumbai and is open for a business idea in consumer market space?",0
1256181,f62c2ba6045a8fa264d7,What changes did the Oregon Treaty of 1846 bring to the United States of America?,0
1167868,e4d8088b96201d5d0f52,What is the difference between advertising and advertisement in full?,0
448974,57f1b429aa93e1b3c10b,Why do unfinished New iMessages no longer stay saved when the phone locks? They used pop back up in the old iOS,0
505364,62f3efec578a4cef6500,What is the optimum number of internal links needed for a blog for better SEO?,0
521572,661a6963f92f3e1af050,"What are your opinions on parents who are ""gender neutral"" with their kids and are not more protective of their daughters when it comes to safety concerns?",0
770765,9701c8b457d617ac1ebb,What are the possible reasons for getting minus absorbance values for a sample during cold vapor atomic absorption analysis?,0
1158458,e2fb91750316d80cc072,A 357 magnum shoots two different cartridges. Why is that and what is the resulting difference?,0
434773,553450f21b265103a9d7,Is -2 odd or even number?,0
460491,5a2d9d7cdb27c4d77047,How do I stop identifying myself with the wrong me?,0
141451,1bb0ca04e97e8c5a647c,What inventions or technologies have Palestinians contributed to the world?,1
1075646,d2c5ea9d9bc0197feef7,How low can blood sugar drop before going into a coma?,0
982997,c095acb39c5542a47b9b,How big is 7600 square feet?,0
497693,61717f58e52895bb0021,Why do dogs chase cats? My cats always get chased!,0
1094145,d67049d0be990c839b6e,Which countries are most corrupt?,0
278272,367846fc644827259fa6,What will be your approach if your app needs tons of network requests for some core functionality?,0
574091,707c735b73a54490c814,What is the best Android app for preparing IAS?,0
930596,b66014d0206d082402e4,"What is the Kell blood group? According to my blood test, I'm K-. Who can I give blood to, and who can give me blood?",0
1153706,e20eb0fc40aec6bb78a4,What is the total costing for bio-diesel from chicken waste?,0
204277,27ed28562252577c43f9,What are some apps (other than Google Maps) that can improve commuter convenience in major cities?,0
940636,b8595021d3fd3670333f,People are not born in agreement on laws simply because of where they live. Where can I go to live a natural life without having a bunch of morons dictating my choices from cradle to grave?,1
1080498,d3beba5f7872ffcce000,"Since fascism is the third position between extreme capitalism and extreme communism, does that it make it a radical centrist ideology?",0
1040348,cbd84641b65b9f953a32,What is a good book or website to understand effect of planets in different nakshatras? Also what are good resources to know and understand esoteric astrology and star based astrology?,0
96548,12e2efe947d5e576cd72,In which year Patna name established?,0
818211,a052735ed657e5b04bde,How is the chemical makeup of baking soda determined?,0
1187268,e8a9f4cb7aff97359cd5,How should I practice for just a minute topic?,0
227342,2c756e99101cd09b81ca,Why does a candy cane have so much calories?,0
1183130,e7db048742a99cce0d9a,What would I have to do for joing the military in Israel considering I do not live in Israel?,0
150599,1d72b80bc01aa8893cd3,Will the Secret Service let Trump bring prostitutes into the white house? Will there be any consequences?,0
730160,8ef9e09a4f17b0422d39,How I can renrate my UAN no.?,0
1210293,ed3660acb1075eceb2ce,Why are Muslims so afraid of people leaving their religion?,1
1023261,c884fd51c243d6b86fa9,Do you take off all your clothes for a hot oil massage?,0
1171503,e593d0b8fb875315bfb2,Should Quora extend the knowledge questions provision to cover all genuinely engaging questions?,0
1297033,fe35272d878402ced9e9,"What are the differences between Bay Trail, Braswell and Apollo Lake?",0
722117,8d5d17525c6bf670753c,What does it mean if you start laughing and you have no idea why you are laughing?,0
459440,59fb4a87fc69d1e0f2ea,Is dietcet a tgt coarse?,0
489241,5fd1a84e85ce32462891,How do you deconstruct happiness?,0
283078,376ccbfcffb798c0fa4e,Am I able to do aerospace engineering after completing MSc in mathematics?,0
357151,4601432012c3db93d631,How can I handle insults?,0
1263327,f79398f781e22013ca33,Where do I get cheap dissolved oxygen sensor?,0
835008,a3a07d765c401330f41c,What happens if a stray mean cat runs in your home?,0
839685,a48d9475895fd4bbb5ba,"What are the signs that someone is lonely (involuntarily), but want to hide it?",0
262021,33488b69ed7b9982578e,Why do so many Americans believe that they have more freedom than other countries?,1
468975,5bd598020ea9ad8bf3ef,Why do I feel anxiety symptoms at home yet cool as a cucumber that can stare down any insecurity when out and about?,0
218407,2abaf156b1279771cf18,What are best amazing photo?,0
50941,09fbbebc619df864c8f4,Why is red meat defined as any meat that has more myoglobin than white meat?,0
986679,c14ccf37963210fc108f,How do you manage diversity inside the classroom?,0
698254,88bacff0bc7707d7ef1a,Is it really legal for Musk to try and semd humans to another planet?,0
948797,b9ea4c635d504f8f1286,What do you think was the first thing Adam said to God?,0
1268502,f89a4841d6df5a926fe4,What distinguishes Adam Sandler's acting style?,0
1128018,dd0e98fc003c4ac35d8c,What big IT companies use .net?,0
52904,0a621f116467f9ea95bd,"If one could decide the form of organism to be born into, what organism would you opt to be?",0
729225,8eca14e15a50cb01b337,Why did the Scots rebel against the prayer book in 1637?,0
1239969,f30085e055f0dadc3b78,What do Russian people think of Indian culture?,0
369909,4887086cf89246d3612d,How would you define polarization in the simplest way in terms of waves?,0
1260338,f6fdbe147654fdde5b9f,What is pre-law? What does it mean?,0
1144233,e033908cd2ac5737ef14,Where is the best business service in Delhi or NCR?,0
1045879,ccf2943cefde8bc67008,What do Indonesians think about Venezuela?,0
1296409,fe1598e8dd166fbc00cd,Why do bookmarked Quora questions disappear?,0
366171,47c520e14dab24ad25a6,How expensive would it be to buy a car in South America and use it to travel around the continent?,0
375489,499c3312e67658c9da7a,Would you mind wearing second hand refurbished branded clothes?,0
54049,0a9bfce1663689d15001,What is Hans Zimmer known for?,0
435659,5561a76f84b2816a9499,My cat tries to beg for chocolatey Nutella. Will it kill her if she eats any?,0
195605,263de54c585e900755f5,"How many days for priority mail to get from Dallas, TX to Brownsville, TX?",0
1207520,ecab74e5981873554aa0,What does it mean when a woman wants more in a relationship?,0
1110419,d9970a690aea32abd02e,Where can I get a massage​ job in Goa?,0
1236105,f23dcd77d57519817e99,How is metallurgical and materials engg.branch at the top nits like Trichy and Warangal?,0
466165,5b48b592b97c879798d1,What do you think people should not apologize for?,0
305514,3bd776e0e9b376e140fe,Could we distort space and time?,0
357799,4621efe17f6055bc45b3,Can I swap Tier 2 sponsors at no cost?,0
1297749,fe59627eda69b10f2954,How important the GRE is to get into a high ranking graduate school?,0
111930,15e7f4c49c4fd36c9ef2,Which is the most affordable high tech car in the world?,0
767883,9671269e3620cdb3e750,When is the great recession coming in India?,0
359552,46785cad3377d4411971,How digital marketing can help in earning decent money regularly?,0
587754,73247957fceb7c0ee8f6,What evidence does the US have to suspect that the chemical attacks were done by the Syrian government. Does this sound like a last attempt to try and demonize the Assad regime?,1
1013437,c698f4e8f35f269e7ccb,What are the chances of not getting joining even after receiving LOI in Infosys?,0
534253,68a0357f18234e0d3ffe,Why should mechanical engineering student wants design lab?,0
473135,5ca706bc93b428f8f5c8,What are the interesting facts about interference?,0
26044,051a78df51e7e77f8e88,Why can't I find my IMEI number on Google dashboard?,0
102584,1417c08e665ffab950b0,How do I write clarification letter to insurance company for delay in intimation?,0
803462,9d6ebdeda5c019f993ec,What is the meaning of Kingdom of heaven lies in your heart?,0
927722,b5ce2d28e3b73a689c40,What are the minimum number of days of a internship?,0
499999,61e44f54b56cbbae47d8,Where can I find Apache spark real world examples with explanations?,0
910812,b27811ea99abcf8e8c64,Should I move to Sydney to work and save money?,0
1162468,e3c58d1ba2b2a82cd156,How many tea gardens are there in Assam and name them?,0
90454,11b7d8419d8e974ec55b,How did Meriwether Lewis become leader of the Lewis and Clark Expedition?,0
671618,838695ab8f4330f39371,Why do Muslim have blind faith in prophet muhammed? Do this mean worldwide IQ of Muslim are very low?,1
583779,725eeab8902854bdc119,What you learned from your heart break?,0
519311,65ab9b16d60fcff8b422,Is c# allowed/considered for Amazon India SDE interviews?,0
96922,12f6d08a25d0e89a6b94,How do scientists use gel electrophoresis?,0
810968,9ee96bd882e8657863ad,"Who is going to the Quora World Meetup in Gurgaon on November 12,2017?",0
1161967,e3ad80013ba759e85318,Should I be suspicious of someone who always has a positive attitude?,0
1158446,e2fb23e28654448a611b,Can you play PS3 games on a PS4?,0
470293,5c174e85a0955d9a2a64,Which nation has a better standard of living in 2017 England or the Republic of Ireland?,0
633461,7c0dbf4c636a7f1255d4,What is the main agenda behind feminism?,0
847132,a5ff0e41a1b4be2ec7cf,"Why was there so much hype for jumping on the couch by Tom Cruise, do you think American public is very Pretentious?",0
239391,2ed5e7f8772dcbf7bc1e,Can I pursue MS in US after a career change?,0
1135675,de950dd412768b2e70a0,"Since Iran and Pakistan are the only two ways to get into Afghanistan, how will US improve the situation for US military in Afghanistan by publicly berating Pakistan?",0
394247,4d3d838f223af119e720,What does retrograde Jupiter in Scorpio means in sixth house for female chart?,0
1210334,ed38655af3b696d9f862,What types of questions do anthropologist ask?,0
317433,3e36bddade8f4e43788e,What is your biggest regret of having lost your Mother at a relatively young age?,0
287090,383899c0f17aa0c50e36,How do you guys feel about the increase in technology?,0
191166,25604c2684ab53287fae,"For an IMG, would it be easier to obtain a medical license and practice medicine in Australia as compared to the UK?",0
961428,bc5c3efe37835f02bf89,"Rejected while donating platelets to my friend and for me they took another sample and said it will take around a week, sending this sample to somewhere for testing and you have to visit us for report? I am scared what happen or is this protocol?",0
725597,8e1314e8940e4129d739,Game of Thrones: How would it be if Sherlock was commissioned to investigate King Joffrey's death?,0
739735,90e0c8232b0e7bfa809e,From which parent is congenital nephrotic syndrome inherited?,0
959828,bc0d40aeab5215fc9d4e,Is π an infitine number?,0
404094,4f2f90b611c218182996,"If you had one answer you had ever given on Quora that you didn't think was seen by enough people or appreciated enough, what would it be?",0
659547,8131a2cea3824a430fa0,What are the chances of getting a Staples rewards check?,0
438817,55fe9649c29f5d262aea,How did Platon become a threat to Athens?,0
926681,b598bf03c1a40c68099a,What do London residents think of the Gherkin tower?,0
138139,1b0bad9aec0a120e1ee3,How can the design of the Java servlet be improved in order to enhance its performance?,0
290677,38ecaa021117458edf30,"Why, in a country of 325,000,000 people, do we refuse to move away from a (mostly) two party political structure?",0
275361,35e4f5110c8a3a356b2a,What is the difference between an attorney and a prosecuting attorney in a courtroom?,0
109358,156964cf6801d3d20837,"Should I be punished for having sex? I'm 18, ready to leave for college, but according to my parents, it was ""inappropriate"" and a terrible decision.",0
136120,1aa5adea40c47d26765a,What do you hate most about being a male/female?,0
773823,97956aaeecd2e26b1d0f,What are the required equipment to set up a Telematics services business?,0
622775,79f375cc54e435451550,What was Chairman Mao Zedong's perspective on the Red Guard?,0
855028,a7875ecce8014b520871,How can you see which answers you have upvoted in the past?,0
791439,9b12b9c0317b88efac95,How do I verify a credit card purchase via Connectum?,0
43466,088192f4a5fe28106ced,What is the ideal temperature to vaporize marijuana and why?,0
458253,59c23ca357a3488bceab,Why do some minerals glow under ultraviolet light?,0
398896,4e2425a61faf103064f7,"Do you think that after trump and Putin, there will be better politicians of our generation and the world would be better?",0
640432,7d70d58b2369088300d2,What are the best places to visit around Nagercoil?,0
1280906,fb07eddbc824118c0ab8,What are cryptocurrency podcasts you recommend?,0
878570,ac20691a9abb10c88bc1,Do we actually need team managers in agile way of working?,0
622470,79e4eeab4ef4e8a2c0e2,What is the meaning of Kakaotalk?,0
1109508,d96961f48df509a78f60,Why doesn't India and Pakistan settle the Kashmir issue in the ICJ? Is it possible to do so?,0
1087696,d52598f4fcfedcb3cf2e,"Will Mexico, EU, Canada, and China start to deny American businesses from operating within their countries as the trade war progresses?",0
434086,5512e74dc3af725a2953,Is it a good idea to quit my job and spend 1 year to prepare for Google and Microsoft interview?,0
138791,1b2ba8b6678f4265056a,"If my parents combined income is $70,000, will FAFSA cover my financial aid substantially when transferring from CC to LSU?",0
62726,0c4fe4443348deb698fc,How can I explain the concept of a transcendent God to a child without committing myself to a Platonist ontology?,0
1097792,d7277f5e2758b512123d,What things seem safe but are really death sentences?,0
309129,3c8e43c2719be32306bf,How did Oliver Queen convince people to throw a green filter over every light bulb in Star City?,0
925432,b55c273db633b9148251,What are the various diploma as well as short term courses conducted at Mithibai college?,0
1242300,f374a7765a2e4d80e142,Who is in charge of the World Council of Churches?,0
1109595,d96df3b00eecd8f01974,"Why does the image search in Quora show snakes when someone searches ""woman""?",0
602649,7607a6b281d2b591d513,Is the modern culture of remote jobs and rapid use of cryptocurrencies for salary going to minimize the salary gap across different goegraphies around the world soon?,0
1033510,ca844d80546a21893af2,From whom should the teacher ask assistance for quitting teaching?,0
813379,9f5d7e9aa1a4c8fd93f5,Is there a way for me to prevent myself from crying?,0
1281755,fb352b9568cb067b192a,What is the definition of whelp?,0
174163,220f6b7385e1d221cb5c,"What is the origin of the ""serve and protect"" slogan for police officers?",0
1172242,e5b78125fdc2d634c1f6,Why is the USA trying to push Russia to war?,0
210430,2925261e209890f0ff68,What can I do to better stay focused when I get distracted easily?,0
648094,7eee181e676f8eed257a,How is the chemical formula for naphthalene determined?,0
238432,2ea3cf8f94c07928a0fd,What is the negative effect of increasing interest rates?,0
805677,9ddb1e8f8a7bf367ff34,How do I plan a trip to Manali from Bhubaneswar?,0
190179,252f6ab9be32b6c2d115,Why are most people these days neglecting the cultivation of inner strength and focusing only on outer strength? Isn't inner strength required to withstand blows that we cannot avoid or fend off (from people or otherwise)?,0
960351,bc27c52ec5125414a17a,What are some of the best websites to download English and Hindi songs?,0
1142955,dff78f1cd713ae04ad8c,"Why is it that a differently colored person treats another person weirdly only to the point when you cry so hard, or get your feeling hurt? Why so much hate?",1
1064403,d09328db4e0ab8de34b0,How are the placements of Chitkara university in 2017 ? What is the avg and highest package offered for CSE?,0
1178984,e706aaf67c7dd2db6172,"My son got a job offer at Lagos in tolaram group, how is the living condition, accommodation, food and expense, how much money he need for a month to survive in good condition?",0
1123762,dc36dd79593145061349,Why is Arjun Kapoor darker and uglier than normal kapoors?,1
149489,1d3b315092dfb9d19804,How do you clean up your email?,0
589166,7369810c2d44421ce502,Can I change my direction of motion when I am free falling?,0
413611,510b99bc1f55552dc98e,Is it permissible to skip a fast during Ramadan due to exams?,0
415505,516a509e31f57d9db295,Do Muslims like the fact that non-Muslims are killed for not believing in Islam?,1
453517,58d77cc8fa83bc4e48fb,What is the difference between electrical conductor and electrical insulator in terms of electrons?,0
1064735,d0a3ee02b7fd5e024c92,"What are the names of the King, Queen and Jack in your language?",0
87683,112f3996cab279d7bbdf,Which document can be skipped for custom clearance?,0
294812,39ba833fecc2bb52269e,What is buffer reader in Java?,0
352841,4526517542153ee0562d,How do I scan a website for different domains?,0
238722,2eb2574caa6605ac3a7d,Which college has good placement ATME Mysore or MIT Mysore?,0
386821,4bc7d7d2faffbba6660e,Are Navy SARCs considered operators/special forces?,0
823523,a15ea01a2a27578bd65f,Does Israel have an equivalent to the Russian S400 SAM system?,0
487717,5f830c2e7cde60b932ee,Do you draw with guidlines?,0
601066,75bb3e8253e04afacc30,"In Persian mythology, is there a God of Magic?",0
372032,48ef58745d6bb340c7c2,"Since the normal life is concurrent, Is it proper to write the artificial intelligence in sequential language? Would it be better if such intelligence is made in languages which are inherently concurrent?",0
84710,10967f3ed244735372f9,"Is there any books talking about subconscious with daily life stories as examples, like applying psychology theories to daily life events?",0
1233331,f1b17829c1ec1891fb2e,How can I know when to repot a Cattleya?,0
76866,0f0bbf59cb69f7513cb8,Have you ever been in despair? Why were you in despair?,0
265952,340cb2c3ffb964acfa6f,Does the use of PCBs and secure codes in electronics take away the hands on learning experience for aspiring engineers?,0
1192800,e9c6bf7a427c1282a26f,Could a self-proclaimed atheist ever become POTUS?,0
1058551,cf6c2600c5b124d0c7c8,Why do babies get diaper rash bleeding?,0
